,0,1,2,3,4,output
0,0.3452931809702132,-0.843069521040109,0.5782012090496259,-0.3742906851628377,-1.750538750648235,995813.2160648316
1,-0.18466794221095392,-0.27650799692121286,-0.07456069389709917,-0.45561391015099734,-0.8251174485752091,873509.1895266719
2,0.9287445705369932,-1.7729577414228468,0.48319052910417254,1.0813950421252188,0.6283236924719044,1360502.2488120492
3,2.004352960846212,-0.15170961641263417,0.49397614727553507,-0.4230846201557335,-0.2442010366692084,1742350.9621689606
4,0.9647259677854603,-0.5118430508582011,0.7997338219569378,0.11364866476611948,-0.8618981128522233,1233220.009477811
5,-1.0149216805225014,0.4402819280937548,-0.9324757662050583,-1.4640219000041759,-0.519741749749876,895600.423741341
6,-0.6586412589104115,0.7269604291627244,0.4179181795774643,1.8295687120162867,0.4659960533389966,1327811.34262042
7,-0.06601150923150122,-1.490178817698857,1.1766280865545033,0.9106162696500836,-0.5554806207693607,890138.2114471466
8,-0.031848810133641964,-0.07538352825109242,0.06794762476017556,-0.7402451976095559,-0.11915019593155156,1368134.9976821383
9,-1.0461845427704521,2.150680944465691,-1.3081612341067046,0.3901476297258626,-1.9433013169378883,798892.5150396761
10,-1.5135162000224895,0.8510721524203799,1.9931875509064865,-0.6914512626166601,-1.8238156151591631,996771.2481507693
11,0.6491610798010745,2.598168749457594,-1.056625312186758,-0.46374623264981313,1.545617385314977,1967384.7778210603
12,-0.5415203212960088,-0.19472498097141114,1.1518188771471194,-0.5613341026356047,1.1180417319414488,1272337.503505837
13,-1.0692549438972636,1.1741964252505663,-0.5915982108116331,-1.4070956425124643,0.7376851781472622,1093253.4909345591
14,1.5341579317468697,-0.05436554414187171,-0.0998277488201459,-1.301375450027857,1.5094509329814616,1718625.9452745786
15,2.0750632465843064,0.8693323464818264,0.6486798159144878,1.707583874534047,-2.3026455514481405,1647278.684983665
16,-0.2886304429957803,-0.5873123877943638,0.6669295521941031,1.7238485195316793,0.5575093441081516,1165253.0327180624
17,-2.010758926909929,0.05177512691771888,0.05260318359534317,0.20310421225309527,-0.14808218314920618,779962.1010215052
18,-1.7262523954683957,0.15353150443180344,0.6655598591217006,-0.5857310701320524,0.7097016240087402,1353854.4775205588
19,-0.08239122306375075,-0.9967601550743626,0.6125572896359746,0.17057492225783144,0.028653505569326557,1183343.566493446
20,-0.639132763427566,-0.3863903154716163,0.35127435014203234,0.1949718897542795,2.921763536610711,1394132.2413865472
21,-0.970702583721444,-0.3355879024163335,-0.23189981954106403,-0.46374623264981313,0.9639691084179484,1150438.9494932448
22,-2.646168716951711,-0.8570062556033086,0.6184497357860386,-0.6589219726213963,0.4697611183775,737147.0943241782
23,0.10259722056678491,-1.8010287762790573,0.49617488438171553,0.9106162696500836,-1.2399018935009345,815190.6525811657
24,-0.9138178168201712,1.6849107326224857,-1.5172234435250656,-1.5046835124982558,-1.3017963287760017,826194.6781509514
25,0.33060579931652095,-0.48377373310729077,1.0688780733027479,-0.6182603601273162,-0.11049181273323351,1169653.821377547
26,-0.6229125402666644,-0.3001036743588937,-0.3217177303015376,0.4226769197211265,-1.909185255335932,800110.1189013292
27,2.4983286910123566,-0.26793559784946164,1.0588695877584753,-0.536937135139157,0.7687021735764918,1967637.286822351
28,1.0779588527394734,-1.5496363358135146,0.42149040274672656,0.8862193021536355,1.817659651596189,1537329.5695361544
29,-0.4800616289380823,-1.1003106020155469,0.3250448905840073,0.34948601723178224,0.1538737469479937,932616.0682040264
30,0.1734456837994555,-1.3760688903016969,-1.3613485504335332,-1.2932431275290408,0.2746556807958761,868694.0736998019
31,0.32910522325737024,-1.5106289588722515,-0.22153000997874758,0.1787072447566472,-1.3056343419221939,943668.4823796287
32,-0.9090791894952762,0.004980313586791422,0.1719620310041413,0.23563350224835913,-0.3496178070867845,1040762.8318839021
33,-0.6229012223288202,1.8079137983905909,-1.0481775147063497,-0.5857310701320524,-1.0203952632963382,961539.0599236458
34,0.06730512303077042,0.5923571361811181,0.4100365496967051,0.2844274372412545,0.4653115820547305,1457022.6303982614
35,-0.5994159806010367,1.1056867903655043,0.13108477220843873,1.0326011071323233,0.21633955781065045,1233882.5553029585
36,0.0993917113458767,-0.010705745775858786,2.524322958508351,-0.48001087764744504,0.005856020408080078,1450786.775373464
37,-1.1138202540443647,0.29196125789874355,0.8823059817787776,0.438941564718758,-0.8113398238934912,1048350.6918200088
38,-1.8703985385418413,1.1341322049923874,-0.14058423245844678,0.3982799522246784,-0.647010143586966,854045.0137671691
39,-1.2005886916615947,-0.9525611946445623,-1.370891570706613,0.17057492225783144,0.590586671635301,809057.4586058989
40,-0.5023228993172202,-1.053850237419516,-1.3500488801198312,-1.3420370625219367,0.6954444792011276,774118.1878354995
41,-1.4956819153774303,-0.7256998021058181,-1.935321110430544,-1.1956552575432493,-0.3277384304972519,253185.70150858173
42,1.2286013070850499,-0.4177765495832396,0.7361496716305207,1.8864949695079987,0.9595069426452718,1593331.7087101643
43,-0.4395195601370272,-0.29797782081274776,-0.5547129776770326,-1.5941390599852312,-0.35977857687866904,798254.224544436
44,-0.22554650746087676,1.5272111908806707,0.8148054543439129,2.0572737419831335,-0.9501458935833749,1334952.6051186721
45,-1.2409396547726075,0.22772212249533097,1.365621570254993,1.992215161992606,-0.508492409569967,1090788.9812340653
46,0.670367959155825,-2.022835808097905,0.3504702815905005,1.7563778095269431,0.3882179129501904,1220001.3342399488
47,0.038299261675208855,0.8245935573444776,-0.9000020026180677,0.16244259975901565,-1.0389781332038397,893919.0388163759
48,0.929982789979098,0.9251629666991141,0.8249185964643789,-0.48001087764744504,0.3131565441933049,1676070.94296519
49,0.46127510969860536,0.7132832702505597,0.10251705830671497,-0.6589219726213963,0.6515679514025424,1475700.7096609343
50,0.7345849964751814,0.3336096578143394,1.4233803405896468,0.8780869796548197,1.0584535769159729,1820595.3672355518
51,0.49832039185884947,0.5553586781194436,-1.2729691046311475,-0.7483775201083717,-0.3189624906082366,1021122.0523475123
52,-0.8057333773478459,-0.2921883106804213,1.0627975767119164,2.0572737419831335,-0.6026020116840416,1088548.8265538793
53,0.40913760812523936,0.2577360473565739,0.7942181415152677,0.04045776227677598,-1.172137725878193,1188416.8057158843
54,0.4269331025012129,0.050946409883408025,-0.007519476734246033,0.04859008477559176,1.3049938573529267,1765352.365907112
55,-1.2181963218156107,0.8693120615513429,2.047011344299196,0.07298705227203985,0.8885627917427102,1460341.0111764427
56,-0.9786579951042669,-0.5392045578098407,-0.7219788741114291,-0.6589219726213963,-0.6722230507319475,576387.1752221297
57,-0.34665370976667786,-1.3240348081324105,0.149335390915483,1.0895273646240344,-0.9851325652716674,839426.1221799824
58,-0.14671273488139888,0.062359121354044734,0.41577983271983854,-0.49627552264507696,-1.2479963371349772,1009142.3379740331
59,2.410588527785878,0.17828465335180743,-1.848402986002788,-0.5450694576379728,0.08785643493052607,1441882.5217055138
